Date,Open,High,Low,Close
22-February-2019,15068.54,15139.29,14993.86,15110.63,
25-February-2019,15147.85,15518.98,15145.92,15482.45,
26-February-2019,15397.11,15533.91,15356.66,15457.85,
27-February-2019,15482.56,15522.91,15336.41,15411.78,
28-February-2019,15468.52,15504.22,15226.23,15253.86,
1-March-2019,15296.88,15382.62,15284.09,15359.68,
5-March-2019,15381.50,15381.50,15199.88,15228.04,
6-March-2019,15281.46,15350.82,15216.17,15272.78,
7-March-2019,15323.19,15325.90,15140.46,15165.51,
8-March-2019,15200.93,15201.00,15016.36,15032.21,
11-March-2019,15051.01,15124.72,14977.51,15022.65,
12-March-2019,15031.15,15102.79,14960.88,14989.88,
13-March-2019,15012.16,15109.70,14900.69,14960.63,
14-March-2019,15037.31,15041.27,14850.97,14897.56,
15-March-2019,14960.46,15266.83,14940.22,15158.73,
18-March-2019,15224.04,15273.36,14927.97,14984.63,
19-March-2019,15040.30,15177.82,14919.57,15124.77,
20-March-2019,15181.25,15371.64,15181.25,15266.16,
22-March-2019,15307.61,15330.67,15143.01,15240.23,
25-March-2019,15245.37,15262.35,15069.35,15109.08,
26-March-2019,15111.43,15111.49,14896.13,15020.88,
27-March-2019,15038.95,15090.89,14971.92,15009.62,
28-March-2019,15049.02,15294.01,15049.02,15226.78,
29-March-2019,15315.77,15397.68,15236.47,15280.30,
1-April-2019,15324.62,15605.61,15324.62,15531.98,
2-April-2019,15574.37,15701.08,15548.13,15643.17,
3-April-2019,15699.02,15699.28,15530.01,15618.95,
4-April-2019,15608.23,15610.98,15334.00,15379.30,
5-April-2019,15433.61,15603.61,15399.49,15554.87,
8-April-2019,15624.09,15751.90,15515.55,15705.77,
9-April-2019,15746.49,15861.05,15679.92,15750.42,
10-April-2019,15816.18,15816.18,15586.08,15608.27,
11-April-2019,15625.55,15625.55,15424.81,15441.97,
12-April-2019,15508.26,15571.76,15392.43,15471.41,
15-April-2019,15422.41,15600.91,15355.17,15582.88,
16-April-2019,15629.80,15663.39,15537.15,15590.77,
18-April-2019,15648.49,15655.15,15508.66,15559.94,
22-April-2019,15581.40,15722.85,15567.70,15650.71,
23-April-2019,15687.26,15721.97,15593.22,15702.27,
24-April-2019,15702.77,15945.60,15685.77,15911.97,
25-April-2019,15881.79,15912.25,15816.70,15854.23,
26-April-2019,15888.02,16079.61,15888.02,16044.75,
30-April-2019,16042.55,16300.90,16041.31,16263.51,
2-May-2019,16256.85,16262.80,15942.71,15964.96,
3-May-2019,15848.53,15848.53,15631.25,15659.96,
6-May-2019,15557.80,15702.79,15479.98,15652.96,
7-May-2019,15678.05,15790.33,15665.22,15682.35,
8-May-2019,15702.63,15706.15,15572.04,15612.88,
9-May-2019,15622.56,15746.82,15559.94,15679.63,
10-May-2019,15696.93,15702.41,15457.73,15502.46,
13-May-2019,15530.87,15663.48,15468.32,15519.26,
14-May-2019,15533.48,15533.80,15196.20,15328.45,
15-May-2019,15394.98,15475.41,15310.72,15347.13,
16-May-2019,15352.46,15588.16,15352.46,15539.02,
17-May-2019,15566.70,15585.30,15367.67,15409.12,
20-May-2019,15528.52,15565.82,15174.49,15515.99,
21-May-2019,15546.52,15556.32,15268.01,15299.89,
22-May-2019,15312.25,15386.19,15184.32,15206.00,
23-May-2019,15338.77,15376.46,15036.59,15070.59,
24-May-2019,15137.18,15164.37,15015.67,15122.46,
27-May-2019,15149.74,15187.08,15085.52,15111.84,
28-May-2019,15151.25,15399.22,15119.85,15360.03,
29-May-2019,15353.63,15557.69,15340.12,15451.98,
30-May-2019,15499.94,15651.30,15465.66,15595.50,
31-May-2019,15644.33,15810.56,15640.77,15781.62,
3-June-2019,15800.14,16023.36,15700.58,15975.31,
4-June-2019,15929.53,15929.53,15689.43,15715.38,
6-June-2019,15761.27,15802.66,15653.56,15678.05,
7-June-2019,15700.72,15799.77,15623.62,15738.57,
10-June-2019,15776.17,16032.54,15776.17,16019.24,
11-June-2019,16041.68,16141.84,16029.12,16097.58,
12-June-2019,16088.48,16103.48,15921.44,16080.72,
13-June-2019,15978.61,16071.48,15927.98,15956.05,
14-June-2019,15982.11,15995.10,15878.85,15907.67,
17-June-2019,15935.38,15962.79,15828.29,15868.07,
18-June-2019,15875.12,16017.59,15864.35,15988.22,
19-June-2019,15997.72,16072.84,15913.02,15982.83,
20-June-2019,15727.58,16050.33,15685.12,16026.98,
21-June-2019,16028.75,16056.43,15881.08,15923.73,
24-June-2019,15930.69,15967.68,15875.12,15921.12,
25-June-2019,15905.33,15964.59,15788.49,15925.65,
26-June-2019,15896.02,15969.03,15802.85,15821.40,
27-June-2019,15831.25,15866.33,15659.83,15701.60,
28-June-2019,15748.78,15810.12,15623.52,15654.11,
1-July-2019,15715.19,15745.04,15612.28,15654.76,
2-July-2019,15683.28,15802.37,15603.52,15785.66,
3-July-2019,15840.66,15841.00,15629.43,15650.55,
4-July-2019,15678.29,15708.12,15619.31,15663.54,
5-July-2019,15683.29,15700.12,15190.79,15249.96,
8-July-2019,15216.36,15297.38,15139.17,15235.20,
9-July-2019,15227.67,15254.63,14941.49,15086.44,
10-July-2019,14931.64,15161.43,14882.45,15035.59,
11-July-2019,15131.90,15137.30,14916.25,15051.81,
12-July-2019,15093.91,15138.33,15032.83,15102.18,
15-July-2019,15434.79,15670.68,15338.26,15634.83,
16-July-2019,15582.38,15622.78,15515.87,15576.13,
17-July-2019,15588.27,15730.05,15498.74,15710.01,
18-July-2019,15665.62,15689.40,15518.66,15564.80,
19-July-2019,15627.19,15641.54,15418.69,15455.03,
22-July-2019,15477.60,15562.72,15395.29,15504.22,
23-July-2019,15551.16,15722.98,15520.47,15541.18,
24-July-2019,15552.49,15601.41,15403.63,15458.38,
25-July-2019,15480.43,15620.04,15448.15,15577.36,
26-July-2019,15521.97,15559.73,15361.55,15442.39,
29-July-2019,15450.35,15637.58,15429.70,15536.09,
30-July-2019,15526.70,15663.51,15482.04,15639.46,
31-July-2019,15585.11,15760.30,15424.96,15733.49,
1-August-2019,15724.28,15724.28,15363.06,15431.37,
2-August-2019,15429.08,15575.35,15309.80,15531.46,
5-August-2019,15463.49,15677.30,15448.18,15638.82,
6-August-2019,15609.15,15751.84,15533.76,15607.48,
7-August-2019,15653.91,15783.44,15592.86,15641.33,
8-August-2019,15683.27,16022.93,15683.27,15951.07,
9-August-2019,16001.18,16025.65,15877.44,15906.82,
13-August-2019,15911.25,15911.25,15460.80,15502.72,
14-August-2019,15552.25,15646.78,15429.87,15604.25,
16-August-2019,15699.72,15704.63,15385.76,15482.61,
19-August-2019,15521.13,15631.58,15510.12,15540.26,
20-August-2019,15593.64,15815.95,15593.64,15748.07,
21-August-2019,15767.13,15848.44,15734.46,15772.99,
22-August-2019,15791.37,15889.68,15666.06,15820.80,
23-August-2019,15871.66,16048.49,15833.81,15969.15,
26-August-2019,15984.60,16089.07,15782.94,16054.37,
27-August-2019,15953.10,15977.44,15770.07,15810.50,
28-August-2019,15825.52,16039.44,15809.57,16010.74,
29-August-2019,15975.02,16083.26,15906.33,16022.25,
30-August-2019,16047.07,16186.45,15912.31,16149.45,
3-September-2019,16162.21,16342.84,16086.23,16145.96,
4-September-2019,16195.96,16267.04,16122.95,16212.57,
5-September-2019,16287.44,16351.12,16164.38,16229.95,
6-September-2019,16283.85,16422.45,16198.22,16253.78,
9-September-2019,16252.32,16252.32,16091.93,16121.70,
11-September-2019,16091.03,16148.49,15879.22,15914.37,
12-September-2019,15896.22,15927.65,15743.11,15814.31,
13-September-2019,15831.11,15988.03,15809.65,15968.60,
16-September-2019,16024.88,16115.58,15861.73,15993.94,
